label,size_of_subset,Test R2,Cost
population,270.0,0.4479602395196723,270.0
population,540.0,0.4467573883089111,540.0
population,2715.0,0.5393796018126236,2715.0
population,5430.0,0.5639667984063219,5430.0
population,10865.0,0.5827880360292708,10865.0
population,13585.0,0.5765126587116987,13585.0
population,16300.0,0.5825737832827509,16300.0
population,19020.0,0.5910238432798625,799484.151763916
population,27170.0,0.638389599952629,6547782.106903076
population,32605.0,0.6723274233382064,11093471.966766357
population,35320.0,0.6908905178968948,13582517.318328857
population,40755.0,0.7126468071636645,19157992.412017822
population,54340.0,0.7360931298068872,38216181.967437744
treecover,485.0,0.8226143258338325,485.0
treecover,975.0,0.8490101540228147,975.0
treecover,4890.0,0.8815676485484203,4890.0
treecover,9785.0,0.8929489229373432,9785.0
treecover,19575.0,0.8780861722588797,19575.0
treecover,24465.0,0.8852897602830437,853933.1838378906
treecover,29360.0,0.8941336054780025,4050627.568664551
treecover,34255.0,0.899468727110895,7587812.383056641
treecover,48935.0,0.9149266189054004,20129378.730651855
treecover,73405.0,0.9284840849152164,50093845.49920654
treecover,97875.0,0.9293247853995285,58311795.675720215
elevation,485.0,0.3299520684276722,485.0
elevation,975.0,0.4417505247766899,975.0
elevation,4890.0,0.4812025815132642,4890.0
elevation,9785.0,0.5218835146144807,9785.0
elevation,19575.0,0.5712870282337648,19575.0
elevation,24465.0,0.5839080099956546,853933.1838378906
elevation,29360.0,0.628503977330498,4050627.568664551
elevation,34255.0,0.6771666651243016,7587812.383056641
elevation,48935.0,0.7334892725493867,20129378.730651855
elevation,73405.0,0.8012976765358522,50093845.49920654
elevation,97875.0,0.8060499876457881,58311795.675720215
