label,Cross-validation R2,Test R2
population;size270,-0.4376580725519157,-0.1946740225118644
population;size540,-0.2540331439634165,-0.1664813542053183
population;size2715,-0.16500132693566494,-0.16923092529235828
population;size5430,-0.21952859009624026,-0.17903144904392754
population;size10865,-0.21209523365965333,-0.19057489503532699
population;size19015,-0.1768895669697732,-0.18388716042020326
population;size27170,-0.15411443584673146,-0.17081471436501539
population;size40755,-0.15194645474734547,-0.1717951822170667
population;size54340,-0.15670963190145093,-0.17371574203206386
treecover;size390,0.321146433415324,0.43298432520383645
treecover;size780,0.43919336549503396,0.4422136469460467
treecover;size3915,0.46447702067766794,0.4363258530728491
treecover;size7830,0.4557288796505886,0.4468602581415134
treecover;size15660,0.45494843482601155,0.45764419410087387
treecover;size27405,0.45729767420513934,0.46014121841515887
treecover;size39150,0.4523719849010732,0.45683436311054526
treecover;size58725,0.4547757866696991,0.45769127465875514
treecover;size78300,0.45501619024486983,0.45718785009325746
elevation;size390,-0.623297737550816,-0.5444196727434643
elevation;size780,-0.4438713154084992,-0.4753724846584855
elevation;size3915,-0.4897693771144489,-0.47687783693803243
elevation;size7830,-0.46121567871490576,-0.47065699237783676
elevation;size15660,-0.46800075190373724,-0.46001801428162525
elevation;size27405,-0.4478507921818813,-0.4547090554419231
elevation;size39150,-0.4549920088299597,-0.4488724893688818
elevation;size58725,-0.4503802377840451,-0.4506114696294279
elevation;size78300,-0.4497164332274386,-0.4481458044464446
