label,Test R2
elevation;cost1005,[0.44664373524607925]
elevation;cost1480,[0.47460337527623253]
elevation;cost1500,"[0.489043667411159, 0.4894296195001421, 0.48923831000037055]"
elevation;cost1510,[0.4909739017944985]
elevation;cost1993,[0.5302074214050498]
elevation;cost1994,[0.5280142159551251]
elevation;cost2004,[0.5278171402330032]
elevation;cost2012,[0.5292488593030962]
elevation;cost2013,[0.5286276124498954]
elevation;cost2497,[0.5550338145367666]
elevation;cost2498,"[0.5617090143939671, 0.5618759144518375]"
elevation;cost2507,[0.5633242369132525]
elevation;cost2516,[0.5632142557291275]
elevation;cost2990,"[0.5508688761040388, 0.55058559387749]"
elevation;cost3000,"[0.5481257249827405, 0.5481257249827405]"
elevation;cost3011,[0.5527357790156371]
elevation;cost3493,"[0.5682653074190176, 0.5689647720127429]"
elevation;cost3495,[0.5699170092108605]
elevation;cost3514,"[0.5684277673915711, 0.570326744564531]"
elevation;cost3987,[0.5839391494269757]
elevation;cost3996,"[0.566329627979605, 0.566904203110413]"
elevation;cost4007,[0.5852311897972049]
elevation;cost4016,[0.5900631311133527]
elevation;cost4490,[0.592597418300746]
elevation;cost4500,[0.593722323046115]
elevation;cost4501,[0.590801667072059]
elevation;cost4511,[0.5888179424467853]
elevation;cost4521,[0.5926916913483107]
elevation;cost484,[0.39354915462892726]
elevation;cost492,[0.39041013804240854]
elevation;cost4992,[0.6006261585436318]
elevation;cost4993,[0.6006533300477199]
elevation;cost4994,[0.6016070990054767]
elevation;cost5004,[0.6004398924190648]
elevation;cost5005,[0.600411032577328]
elevation;cost502,[0.3924713628663066]
elevation;cost503,[0.4184113109309373]
elevation;cost514,[0.4145400957924672]
elevation;cost987,[0.44479962047339994]
elevation;cost996,"[0.4414076502216421, 0.4439811937443576]"
elevation;cost997,[0.44108101051592763]
population;cost1011,[0.5237274432540151]
population;cost1483,[0.5457434585621732]
population;cost1494,[0.5463317317704945]
population;cost1503,"[0.5484240195603556, 0.5484240195603556]"
population;cost1514,[0.5522693292257059]
population;cost1994,[0.5648212457396589]
population;cost1996,[0.5674620803035095]
population;cost2003,[0.5650464644793006]
population;cost2004,"[0.5653744417805697, 0.5669674092209152]"
population;cost2494,[0.5753513050789673]
population;cost2496,[0.5686392630470518]
population;cost2503,[0.577326775675491]
population;cost2504,[0.5720782997885634]
population;cost2505,[0.5696669746869294]
population;cost2996,[0.5869644924366582]
population;cost3006,[0.5806374101268752]
population;cost3016,[0.5860185332488472]
population;cost3017,"[0.5909648962055842, 0.5917442875042759]"
population;cost3497,"[0.5947117599793676, 0.5945627572376788]"
population;cost3498,[0.5972162182515611]
population;cost3508,"[0.5980989691900478, 0.5978678196799172]"
population;cost3998,"[0.598634432717239, 0.598634432717239, 0.6010384153359015, 0.6010384153359015]"
population;cost4019,[0.5988683539211372]
population;cost4489,[0.6096794268294127]
population;cost4500,[0.6145488483820036]
population;cost4501,[0.6092488411095146]
population;cost4509,"[0.6116263213024048, 0.6142915541849995]"
population;cost481,[0.42084413090336215]
population;cost491,[0.41912893779134097]
population;cost4990,[0.6171480553725534]
population;cost4999,[0.6191478154385548]
population;cost5000,"[0.6218121787140228, 0.6218817495889286]"
population;cost5001,[0.6224763121939493]
population;cost501,"[0.4258933486786971, 0.4196236594894118]"
population;cost512,[0.4240393795145586]
population;cost982,[0.5287536547485898]
population;cost993,"[0.5286705423302643, 0.5286705423302643, 0.525077373321162]"
treecover;cost1005,[0.7502295301383742]
treecover;cost1480,[0.7930985854187671]
treecover;cost1500,"[0.7869835640170277, 0.7877375419632535, 0.7867087615194261]"
treecover;cost1510,[0.7956968886713593]
treecover;cost1993,[0.8216209217338142]
treecover;cost1994,[0.8245711195381968]
treecover;cost2004,[0.8231691832363248]
treecover;cost2012,[0.8175225420058676]
treecover;cost2013,[0.82150034441494]
treecover;cost2497,[0.8413433307064363]
treecover;cost2498,"[0.8410988417922755, 0.841234844075876]"
treecover;cost2507,[0.8411384271272887]
treecover;cost2516,[0.8397063418233024]
treecover;cost2990,"[0.83663398698029, 0.8375803405392978]"
treecover;cost3000,"[0.838187586424116, 0.838187586424116]"
treecover;cost3011,[0.8390359505145509]
treecover;cost3493,"[0.8483238411373712, 0.8484277550478323]"
treecover;cost3495,[0.8483749866055086]
treecover;cost3514,"[0.8482499174876357, 0.8472631520612296]"
treecover;cost3987,[0.8491098281187908]
treecover;cost3996,"[0.8499635543521156, 0.8501411136842426]"
treecover;cost4007,[0.8519133460328386]
treecover;cost4016,[0.8508133677062042]
treecover;cost4490,[0.8519552689320146]
treecover;cost4500,[0.8537377700756624]
treecover;cost4501,[0.8537670219272615]
treecover;cost4511,[0.8529165123315877]
treecover;cost4521,[0.8529414866535985]
treecover;cost484,[0.6685419082600876]
treecover;cost492,[0.6715136163135748]
treecover;cost4992,[0.8592507368594435]
treecover;cost4993,[0.859205672311958]
treecover;cost4994,[0.8588787995220701]
treecover;cost5004,[0.8573360975721811]
treecover;cost5005,[0.8582383666279733]
treecover;cost502,[0.6720439104664995]
treecover;cost503,[0.6926174608451284]
treecover;cost514,[0.7035179348985405]
treecover;cost987,[0.7168220186415126]
treecover;cost996,"[0.7364908391702527, 0.7171669532903775]"
treecover;cost997,[0.7329151991022211]
