sample_region_canton_10ppc_500_size_seed_1.pkl,1,493,500,10ppc,500,-0.03921022023246157
sample_region_canton_10ppc_500_size_seed_1213.pkl,1213,496,500,10ppc,500,-0.014517512234456964
sample_region_canton_10ppc_500_size_seed_123.pkl,123,500,500,10ppc,500,-0.06304533490507458
sample_region_canton_10ppc_500_size_seed_1234.pkl,1234,494,500,10ppc,500,-0.061242795729450794
sample_region_canton_10ppc_500_size_seed_1415.pkl,1415,498,500,10ppc,500,-0.13518126755633286
sample_region_canton_10ppc_500_size_seed_42.pkl,42,495,500,10ppc,500,-0.08282776085728671
sample_region_canton_10ppc_500_size_seed_456.pkl,456,492,500,10ppc,500,-0.05374935267430092
sample_region_canton_10ppc_500_size_seed_5678.pkl,5678,491,500,10ppc,500,-0.0400969723168223
sample_region_canton_10ppc_500_size_seed_789.pkl,789,499,500,10ppc,500,-0.16269177146897795
sample_region_canton_10ppc_500_size_seed_9101.pkl,9101,492,500,10ppc,500,-0.06391574258807875
sample_region_canton_10ppc_600_size_seed_1.pkl,1,599,600,10ppc,600,-0.0257398759044698
sample_region_canton_10ppc_600_size_seed_1213.pkl,1213,594,600,10ppc,600,-0.022299916486037796
sample_region_canton_10ppc_600_size_seed_123.pkl,123,596,600,10ppc,600,-0.051796739206527276
sample_region_canton_10ppc_600_size_seed_1234.pkl,1234,592,600,10ppc,600,-0.02830351014087995
sample_region_canton_10ppc_600_size_seed_1415.pkl,1415,600,600,10ppc,600,-0.8100587149829734
sample_region_canton_10ppc_600_size_seed_42.pkl,42,595,600,10ppc,600,-0.05222764902670862
sample_region_canton_10ppc_600_size_seed_456.pkl,456,599,600,10ppc,600,-0.0426532346312225
sample_region_canton_10ppc_600_size_seed_5678.pkl,5678,593,600,10ppc,600,-0.023453515900587973
sample_region_canton_10ppc_600_size_seed_789.pkl,789,599,600,10ppc,600,-0.14891928497289864
sample_region_canton_10ppc_600_size_seed_9101.pkl,9101,594,600,10ppc,600,-0.6011802793001573
sample_region_canton_10ppc_700_size_seed_1.pkl,1,697,700,10ppc,700,-0.006807532253563897
sample_region_canton_10ppc_700_size_seed_1213.pkl,1213,698,700,10ppc,700,-0.02112754396226002
sample_region_canton_10ppc_700_size_seed_123.pkl,123,697,700,10ppc,700,-0.06538158979164921
sample_region_canton_10ppc_700_size_seed_1234.pkl,1234,691,700,10ppc,700,-0.012769983712072275
sample_region_canton_10ppc_700_size_seed_1415.pkl,1415,700,700,10ppc,700,-0.1872252770432059
sample_region_canton_10ppc_700_size_seed_42.pkl,42,694,700,10ppc,700,-0.06456289507488067
sample_region_canton_10ppc_700_size_seed_456.pkl,456,700,700,10ppc,700,0.008280163670722263
sample_region_canton_10ppc_700_size_seed_5678.pkl,5678,695,700,10ppc,700,-0.013905593765856317
sample_region_canton_10ppc_700_size_seed_789.pkl,789,693,700,10ppc,700,-0.18993343553444797
sample_region_canton_10ppc_700_size_seed_9101.pkl,9101,699,700,10ppc,700,0.008205958286869985
sample_region_canton_10ppc_800_size_seed_1.pkl,1,771,800,10ppc,800,-0.2380913139830536
sample_region_canton_10ppc_800_size_seed_1213.pkl,1213,771,800,10ppc,800,-0.393525582431115
sample_region_canton_10ppc_800_size_seed_123.pkl,123,771,800,10ppc,800,-0.142948493069309
sample_region_canton_10ppc_800_size_seed_1234.pkl,1234,771,800,10ppc,800,-0.10150203967759741
sample_region_canton_10ppc_800_size_seed_1415.pkl,1415,771,800,10ppc,800,-0.15374910696485689
sample_region_canton_10ppc_800_size_seed_42.pkl,42,771,800,10ppc,800,-0.1600436102440561
sample_region_canton_10ppc_800_size_seed_456.pkl,456,771,800,10ppc,800,-0.021968246821827186
sample_region_canton_10ppc_800_size_seed_5678.pkl,5678,771,800,10ppc,800,-0.03955603389372797
sample_region_canton_10ppc_800_size_seed_789.pkl,789,771,800,10ppc,800,-0.6221368777053973
sample_region_canton_10ppc_800_size_seed_9101.pkl,9101,771,800,10ppc,800,-0.04698570210999087
sample_region_canton_25ppc_1000_size_seed_1.pkl,1,982,1000,25ppc,1000,-0.010505578901523593
sample_region_canton_25ppc_1000_size_seed_1213.pkl,1213,997,1000,25ppc,1000,-0.016157219324612226
sample_region_canton_25ppc_1000_size_seed_123.pkl,123,996,1000,25ppc,1000,-0.31046576444384755
sample_region_canton_25ppc_1000_size_seed_1234.pkl,1234,977,1000,25ppc,1000,-0.11729118495251223
sample_region_canton_25ppc_1000_size_seed_1415.pkl,1415,999,1000,25ppc,1000,-0.12451580176886168
sample_region_canton_25ppc_1000_size_seed_42.pkl,42,990,1000,25ppc,1000,-0.4322949766418176
sample_region_canton_25ppc_1000_size_seed_456.pkl,456,979,1000,25ppc,1000,-0.017186626201888933
