filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1.pkl,1,300,10,state,district,0.114946334005659
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1213.pkl,1213,300,10,state,district,-0.1462680542496872
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_123.pkl,123,300,10,state,district,-0.0902545261473166
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1234.pkl,1234,300,10,state,district,-0.0172196979460157
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1415.pkl,1415,300,10,state,district,-0.0453339643268637
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_42.pkl,42,300,10,state,district,-0.0373044752121172
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_456.pkl,456,300,10,state,district,-0.0043863156064456
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_5678.pkl,5678,300,10,state,district,0.1050625881950172
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_789.pkl,789,300,10,state,district,-0.0004517690842844
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_9101.pkl,9101,300,10,state,district,0.0949659285885775
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1.pkl,1,300,10,state,district,0.114946334005659
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1213.pkl,1213,300,10,state,district,-0.1462680542496872
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_123.pkl,123,300,10,state,district,-0.0902545261473166
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1234.pkl,1234,300,10,state,district,-0.0172196979460157
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_1415.pkl,1415,300,10,state,district,-0.0453339643268637
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_42.pkl,42,300,10,state,district,-0.0373044752121172
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_456.pkl,456,300,10,state,district,-0.0043863156064456
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_5678.pkl,5678,300,10,state,district,0.1050625881950172
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_789.pkl,789,300,10,state,district,-0.0004517690842844
IDs_state_strata_district_clusters_10_points_per_cluster_300_size_seed_9101.pkl,9101,300,10,state,district,0.0949659285885775
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1.pkl,1,300,25,state,district,-1.547577051472306
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1213.pkl,1213,300,25,state,district,-0.3638648869916177
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_123.pkl,123,300,25,state,district,-1.0001672843915284
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1234.pkl,1234,300,25,state,district,-0.7105419690135522
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1415.pkl,1415,300,25,state,district,-1.7403701057192436
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_42.pkl,42,300,25,state,district,-0.3071398149638873
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_456.pkl,456,300,25,state,district,-121.30862026325104
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_5678.pkl,5678,300,25,state,district,-22.82882939036999
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_789.pkl,789,300,25,state,district,-0.2539813692686665
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_9101.pkl,9101,300,25,state,district,-0.0362295305579809
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1.pkl,1,300,25,state,district,-1.547577051472306
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1213.pkl,1213,300,25,state,district,-0.3638648869916177
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_123.pkl,123,300,25,state,district,-1.0001672843915284
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1234.pkl,1234,300,25,state,district,-0.7105419690135522
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_1415.pkl,1415,300,25,state,district,-1.7403701057192436
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_42.pkl,42,300,25,state,district,-0.3071398149638873
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_456.pkl,456,300,25,state,district,-121.30862026325104
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_5678.pkl,5678,300,25,state,district,-22.82882939036999
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_789.pkl,789,300,25,state,district,-0.2539813692686665
IDs_state_strata_district_clusters_25_points_per_cluster_300_size_seed_9101.pkl,9101,300,25,state,district,-0.0362295305579809
IDs_state_strata_district_clusters_2_points_per_cluster_300_size_seed_1.pkl,1,300,2,state,district,0.106178685766061
