filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1.pkl,1,900,10,state,district,0.0770883856458772
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1213.pkl,1213,900,10,state,district,0.0232895797404125
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_123.pkl,123,900,10,state,district,0.0633521833717967
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1234.pkl,1234,900,10,state,district,0.2426600466792219
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1415.pkl,1415,900,10,state,district,0.2124634130922704
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_42.pkl,42,900,10,state,district,-1.4914201097237942
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_456.pkl,456,900,10,state,district,-0.7589930024047566
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_5678.pkl,5678,900,10,state,district,0.2055833135803748
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_789.pkl,789,900,10,state,district,0.0390091330916767
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_9101.pkl,9101,900,10,state,district,0.1619128277097602
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1.pkl,1,900,10,state,district,0.0770883856458772
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1213.pkl,1213,900,10,state,district,0.0232895797404125
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_123.pkl,123,900,10,state,district,0.0633521833717967
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1234.pkl,1234,900,10,state,district,0.2426600466792219
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_1415.pkl,1415,900,10,state,district,0.2124634130922704
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_42.pkl,42,900,10,state,district,-1.4914201097237942
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_456.pkl,456,900,10,state,district,-0.7589930024047566
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_5678.pkl,5678,900,10,state,district,0.2055833135803748
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_789.pkl,789,900,10,state,district,0.0390091330916767
IDs_state_strata_district_clusters_10_points_per_cluster_900_size_seed_9101.pkl,9101,900,10,state,district,0.1619128277097602
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1.pkl,1,900,25,state,district,0.021890979404781
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1213.pkl,1213,900,25,state,district,0.0710315910051927
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_123.pkl,123,900,25,state,district,0.0021236501664233
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1234.pkl,1234,900,25,state,district,0.1007792047032783
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1415.pkl,1415,900,25,state,district,-0.5706833897326817
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1.pkl,1,900,25,state,district,0.021890979404781
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1213.pkl,1213,900,25,state,district,0.0710315910051927
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_123.pkl,123,900,25,state,district,0.0021236501664233
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1234.pkl,1234,900,25,state,district,0.1007792047032783
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_42.pkl,42,900,25,state,district,0.1154209286839498
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_456.pkl,456,900,25,state,district,0.0266486525280018
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_5678.pkl,5678,900,25,state,district,0.1322262451885605
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_789.pkl,789,900,25,state,district,0.0795791120116063
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_9101.pkl,9101,900,25,state,district,0.1319634919098108
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_1415.pkl,1415,900,25,state,district,-0.5706833897326817
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_42.pkl,42,900,25,state,district,0.1154209286839498
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_456.pkl,456,900,25,state,district,0.0266486525280018
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_5678.pkl,5678,900,25,state,district,0.1322262451885605
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_789.pkl,789,900,25,state,district,0.0795791120116063
IDs_state_strata_district_clusters_25_points_per_cluster_900_size_seed_9101.pkl,9101,900,25,state,district,0.1319634919098108
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1.pkl,1,900,2,state,district,0.2833364232993827
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1213.pkl,1213,900,2,state,district,0.2094089391550947
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_123.pkl,123,900,2,state,district,-0.4297427054478653
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1234.pkl,1234,900,2,state,district,0.234417430358199
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1415.pkl,1415,900,2,state,district,0.2117981325793179
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_42.pkl,42,900,2,state,district,0.1499507139265723
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_456.pkl,456,900,2,state,district,0.2256504421618652
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_5678.pkl,5678,900,2,state,district,-0.1008312341745683
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_789.pkl,789,900,2,state,district,-0.3316031261853189
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_9101.pkl,9101,900,2,state,district,0.1346852358214594
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1.pkl,1,900,2,state,district,0.2833364232993827
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1213.pkl,1213,900,2,state,district,0.2094089391550947
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_123.pkl,123,900,2,state,district,-0.4297427054478653
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1234.pkl,1234,900,2,state,district,0.234417430358199
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_1415.pkl,1415,900,2,state,district,0.2117981325793179
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_42.pkl,42,900,2,state,district,0.1499507139265723
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_456.pkl,456,900,2,state,district,0.2256504421618652
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_5678.pkl,5678,900,2,state,district,-0.1008312341745683
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_789.pkl,789,900,2,state,district,-0.3316031261853189
IDs_state_strata_district_clusters_2_points_per_cluster_900_size_seed_9101.pkl,9101,900,2,state,district,0.1346852358214594
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_1.pkl,1,900,5,state,district,0.2613352984216275
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_1213.pkl,1213,900,5,state,district,-4.637050730248763
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_123.pkl,123,900,5,state,district,-0.928293031873521
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_1.pkl,1,900,5,state,district,0.2613352984216275
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_1213.pkl,1213,900,5,state,district,-4.637050730248763
IDs_state_strata_district_clusters_5_points_per_cluster_900_size_seed_1234.pkl,1234,900,5,state,district,0.2372498843343297
