filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1.pkl,1,800,10,state,district,-0.2728201982201539
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1213.pkl,1213,800,10,state,district,-0.269450087004516
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_123.pkl,123,800,10,state,district,-1.6289910848270592
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1234.pkl,1234,800,10,state,district,0.1853205190975664
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1415.pkl,1415,800,10,state,district,0.1862534861718139
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_42.pkl,42,800,10,state,district,-1.465984305174088
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_456.pkl,456,800,10,state,district,-0.0333580706732359
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_5678.pkl,5678,800,10,state,district,0.1784756137382223
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_789.pkl,789,800,10,state,district,-0.0276335747313658
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_9101.pkl,9101,800,10,state,district,0.1634949608943281
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1.pkl,1,800,10,state,district,-0.2728201982201539
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1213.pkl,1213,800,10,state,district,-0.269450087004516
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_123.pkl,123,800,10,state,district,-1.6289910848270592
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1234.pkl,1234,800,10,state,district,0.1853205190975664
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_1415.pkl,1415,800,10,state,district,0.1862534861718139
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_42.pkl,42,800,10,state,district,-1.465984305174088
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_456.pkl,456,800,10,state,district,-0.0333580706732359
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_5678.pkl,5678,800,10,state,district,0.1784756137382223
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_789.pkl,789,800,10,state,district,-0.0276335747313658
IDs_state_strata_district_clusters_10_points_per_cluster_800_size_seed_9101.pkl,9101,800,10,state,district,0.1634949608943281
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1.pkl,1,800,25,state,district,-0.25304084461649
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1213.pkl,1213,800,25,state,district,0.0409759880130896
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_123.pkl,123,800,25,state,district,-0.5513264942582106
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1234.pkl,1234,800,25,state,district,0.0639750020883177
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1415.pkl,1415,800,25,state,district,-0.7144911706537169
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_42.pkl,42,800,25,state,district,0.122144766622075
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_456.pkl,456,800,25,state,district,-1.0097924457719487
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_5678.pkl,5678,800,25,state,district,-0.3364813549481218
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_789.pkl,789,800,25,state,district,-0.1754785168540613
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_9101.pkl,9101,800,25,state,district,0.0262676791525824
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1.pkl,1,800,25,state,district,-0.25304084461649
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1213.pkl,1213,800,25,state,district,0.0409759880130896
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_123.pkl,123,800,25,state,district,-0.5513264942582106
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1234.pkl,1234,800,25,state,district,0.0639750020883177
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_1415.pkl,1415,800,25,state,district,-0.7144911706537169
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_42.pkl,42,800,25,state,district,0.122144766622075
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_456.pkl,456,800,25,state,district,-1.0097924457719487
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_5678.pkl,5678,800,25,state,district,-0.3364813549481218
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_789.pkl,789,800,25,state,district,-0.1754785168540613
IDs_state_strata_district_clusters_25_points_per_cluster_800_size_seed_9101.pkl,9101,800,25,state,district,0.0262676791525824
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1.pkl,1,800,2,state,district,0.2343905364662261
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1213.pkl,1213,800,2,state,district,-0.1686329226840326
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_123.pkl,123,800,2,state,district,0.0085854582393404
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1234.pkl,1234,800,2,state,district,0.2245265613045474
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1415.pkl,1415,800,2,state,district,0.1998126901544911
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_42.pkl,42,800,2,state,district,0.0446386107400068
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_456.pkl,456,800,2,state,district,0.224986624643985
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_5678.pkl,5678,800,2,state,district,0.2012972544569173
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_789.pkl,789,800,2,state,district,-0.0569768907445089
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_9101.pkl,9101,800,2,state,district,0.1239633716866717
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1.pkl,1,800,2,state,district,0.2343905364662261
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1213.pkl,1213,800,2,state,district,-0.1686329226840326
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_123.pkl,123,800,2,state,district,0.0085854582393404
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1234.pkl,1234,800,2,state,district,0.2245265613045474
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_1415.pkl,1415,800,2,state,district,0.1998126901544911
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_42.pkl,42,800,2,state,district,0.0446386107400068
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_456.pkl,456,800,2,state,district,0.224986624643985
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_5678.pkl,5678,800,2,state,district,0.2012972544569173
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_789.pkl,789,800,2,state,district,-0.0569768907445089
IDs_state_strata_district_clusters_2_points_per_cluster_800_size_seed_9101.pkl,9101,800,2,state,district,0.1239633716866717
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1.pkl,1,800,5,state,district,0.2487468165650009
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1213.pkl,1213,800,5,state,district,-1.2784278383572771
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_123.pkl,123,800,5,state,district,-0.4015968808172601
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1234.pkl,1234,800,5,state,district,0.0843970844784807
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1415.pkl,1415,800,5,state,district,0.2209350529153413
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_42.pkl,42,800,5,state,district,0.1135879028283826
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_456.pkl,456,800,5,state,district,0.1878369398480645
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_5678.pkl,5678,800,5,state,district,-0.0388492964345803
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_789.pkl,789,800,5,state,district,0.2489266560405348
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_9101.pkl,9101,800,5,state,district,-0.0814590330522289
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1.pkl,1,800,5,state,district,0.2487468165650009
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1213.pkl,1213,800,5,state,district,-1.2784278383572771
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_123.pkl,123,800,5,state,district,-0.4015968808172601
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1234.pkl,1234,800,5,state,district,0.0843970844784807
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_1415.pkl,1415,800,5,state,district,0.2209350529153413
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_42.pkl,42,800,5,state,district,0.1135879028283826
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_456.pkl,456,800,5,state,district,0.1878369398480645
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_5678.pkl,5678,800,5,state,district,-0.0388492964345803
IDs_state_strata_district_clusters_5_points_per_cluster_800_size_seed_789.pkl,789,800,5,state,district,0.2489266560405348
