filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1.pkl,1,400,10,state,district,-0.0058061618172318
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1213.pkl,1213,400,10,state,district,-0.2879898125467921
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_123.pkl,123,400,10,state,district,0.0569610990424229
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1234.pkl,1234,400,10,state,district,-0.120787803371051
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1415.pkl,1415,400,10,state,district,-0.1859289834494855
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_42.pkl,42,400,10,state,district,0.0574652578509347
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_456.pkl,456,400,10,state,district,0.0207884982019882
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_5678.pkl,5678,400,10,state,district,0.1042915364029495
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_789.pkl,789,400,10,state,district,0.0501117998449089
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_9101.pkl,9101,400,10,state,district,0.0504667455669698
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1.pkl,1,400,10,state,district,-0.0058061618172318
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1213.pkl,1213,400,10,state,district,-0.2879898125467921
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_123.pkl,123,400,10,state,district,0.0569610990424229
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1234.pkl,1234,400,10,state,district,-0.120787803371051
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_1415.pkl,1415,400,10,state,district,-0.1859289834494855
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_42.pkl,42,400,10,state,district,0.0574652578509347
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_456.pkl,456,400,10,state,district,0.0207884982019882
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_5678.pkl,5678,400,10,state,district,0.1042915364029495
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_789.pkl,789,400,10,state,district,0.0501117998449089
IDs_state_strata_district_clusters_10_points_per_cluster_400_size_seed_9101.pkl,9101,400,10,state,district,0.0504667455669698
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1.pkl,1,400,25,state,district,-0.5212756230612774
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1213.pkl,1213,400,25,state,district,-0.1608778391498397
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_123.pkl,123,400,25,state,district,-0.3749404513986316
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1234.pkl,1234,400,25,state,district,-0.2827087589977963
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1415.pkl,1415,400,25,state,district,-1.576691719371936
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_42.pkl,42,400,25,state,district,-0.1171876325393881
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_456.pkl,456,400,25,state,district,-0.0582118471624182
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_5678.pkl,5678,400,25,state,district,-0.334316979477721
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_789.pkl,789,400,25,state,district,-0.0469426052417352
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_9101.pkl,9101,400,25,state,district,-0.0523702928137956
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1.pkl,1,400,25,state,district,-0.5212756230612774
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1213.pkl,1213,400,25,state,district,-0.1608778391498397
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_123.pkl,123,400,25,state,district,-0.3749404513986316
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1234.pkl,1234,400,25,state,district,-0.2827087589977963
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_1415.pkl,1415,400,25,state,district,-1.576691719371936
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_42.pkl,42,400,25,state,district,-0.1171876325393881
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_456.pkl,456,400,25,state,district,-0.0582118471624182
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_5678.pkl,5678,400,25,state,district,-0.334316979477721
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_789.pkl,789,400,25,state,district,-0.0469426052417352
IDs_state_strata_district_clusters_25_points_per_cluster_400_size_seed_9101.pkl,9101,400,25,state,district,-0.0523702928137956
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1.pkl,1,400,2,state,district,0.1588436503250134
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1213.pkl,1213,400,2,state,district,0.0662733184545342
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_123.pkl,123,400,2,state,district,-0.3800123424221224
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1234.pkl,1234,400,2,state,district,-0.0742631131181936
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_1415.pkl,1415,400,2,state,district,0.1784990889949879
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_42.pkl,42,400,2,state,district,0.1162970211344197
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_456.pkl,456,400,2,state,district,0.0909930347464013
IDs_state_strata_district_clusters_2_points_per_cluster_400_size_seed_5678.pkl,5678,400,2,state,district,-1.0079413225716407
