filename,seed,sample_size,points_per_cluster,strata,cluster,r2
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1.pkl,1,600,10,state,district,-0.4820206453515421
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1213.pkl,1213,600,10,state,district,0.0784237580852451
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_123.pkl,123,600,10,state,district,0.0829206842360886
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1234.pkl,1234,600,10,state,district,0.1221420087473798
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1.pkl,1,600,10,state,district,-0.4820206453515421
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1213.pkl,1213,600,10,state,district,0.0784237580852451
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_123.pkl,123,600,10,state,district,0.0829206842360886
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1234.pkl,1234,600,10,state,district,0.1221420087473798
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1415.pkl,1415,600,10,state,district,0.0084811257205086
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_1415.pkl,1415,600,10,state,district,0.0084811257205086
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_42.pkl,42,600,10,state,district,0.1287622718212676
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_456.pkl,456,600,10,state,district,0.0486797938221005
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_5678.pkl,5678,600,10,state,district,-0.6486625839079845
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_789.pkl,789,600,10,state,district,0.0513722159330621
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_9101.pkl,9101,600,10,state,district,0.1343684963181189
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_42.pkl,42,600,10,state,district,0.1287622718212676
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_456.pkl,456,600,10,state,district,0.0486797938221005
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_5678.pkl,5678,600,10,state,district,-0.6486625839079845
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_789.pkl,789,600,10,state,district,0.0513722159330621
IDs_state_strata_district_clusters_10_points_per_cluster_600_size_seed_9101.pkl,9101,600,10,state,district,0.1343684963181189
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_1.pkl,1,600,25,state,district,-0.0094173693828281
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_1213.pkl,1213,600,25,state,district,0.0428856484455738
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_123.pkl,123,600,25,state,district,-0.0896491472373861
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_1234.pkl,1234,600,25,state,district,-0.2246174700352583
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_1415.pkl,1415,600,25,state,district,-1.0879795686987443
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_42.pkl,42,600,25,state,district,-1.1820904559880714
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_456.pkl,456,600,25,state,district,-0.0120533179852184
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_5678.pkl,5678,600,25,state,district,-1.7680829441866883
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_789.pkl,789,600,25,state,district,-0.1284779201542609
IDs_state_strata_district_clusters_25_points_per_cluster_600_size_seed_9101.pkl,9101,600,25,state,district,0.0582824545403661
